fth      throughput_alg1      avgFidelity_alg1      avepurround_alg1      consumption_alg1      time_alg1      throughput_alg2      avgFidelity_alg2      avepurround_alg2      consumption_alg2      time_alg2
0.55    50.66927128482384    0.5678727557791023    11.0    943.0    7.19034743309021        35.0490436453655    0.7774541883225485    12.0    800.0    0.0019958019256591797    
0.6    50.20672730128804    0.6221115435253669    13.0    977.0    7.30405592918396        35.0490436453655    0.7774541883225485    12.0    800.0    0.0009980201721191406    
0.65    50.669271284823836    0.6676706428138909    19.0    1027.0    12.111663579940796        27.5196333046857    0.8564694957884809    53.0    970.0    0.0015251636505126953    
0.7    42.94882948516138    0.7250506493885484    17.0    903.0    14.96900749206543        22.807091239113383    0.8913406473083987    49.0    972.0    0.002988100051879883    
0.75    34.52652934007507    0.7599178925567376    12.0    725.0    3.764949083328247        22.807091239113383    0.9000752509934676    51.0    988.0    0.002985715866088867    
0.8    32.062362691537444    0.8159564162065361    23.0    809.0    5.047548294067383        22.659409340435378    0.9241655679897113    56.0    1039.0    0.003983259201049805    
0.85    28.51994103232969    0.859046278523765    35.0    913.0    3.9974656105041504        21.064661748779805    0.9406798766689527    62.0    1010.0    0.0019953250885009766    
0.9    22.120555829694176    0.9060621589030748    45.0    852.0    4.108879327774048        18.19106559614272    0.9640239595745367    100.0    1014.0    0.001997232437133789    
